observation_id,observed_at,vendor_name,listing_url,product_name_as_listed,brand_as_listed,species_as_listed,grade_as_listed,origin_as_listed,net_weight_g,list_price_usd,sale_price_usd,price_per_gram_usd,discount_pct_claimed,in_stock,shipping_stated_usd,description_hash,snapshot_path,scrape_status,notes
OBS-000164,2026-08-31T19:59:49Z,Hey Caviar,https://heycaviar.com/product/our-signature-caviar/,Our Signature Caviar,Hey Caviar,kaluga,grade A,,113,,199.99,1.7698,,,,d789a359e9eb46b2,snapshots/2026-08-31/heycaviar-our-signature-caviar-4oz-113g.html,ok,extracted_via=selectors
OBS-000165,2026-08-31T19:59:49Z,Petrossian,https://www.petrossian.com/products/kaluga-huso-hybrid-caviar,Royal Kaluga Huso Hybrid Caviar,Petrossian,Huso Dauricus & Acipenser Shrenckii,,China,30,,219.00,7.3000,,TRUE,,617d3d09429ba85d,snapshots/2026-08-31/petrossian-royal-kaluga-huso-hybrid-30g.html,ok,extracted_via=jsonld
OBS-000166,2026-08-31T19:59:49Z,Pearl Street Caviar,https://pearlstreetcaviar.com/products/keluga,Keluga,Pearl Street Caviar,Keluga,,,12,,52.00,4.3333,,TRUE,,76296d1f4cda0e48,snapshots/2026-08-31/pearlstreet-keluga-slim-12g.html,ok,extracted_via=jsonld
OBS-000167,2026-08-31T19:59:49Z,The Caviar Co.,https://thecaviarco.com/products/imperial-golden-osetra-caviar,1 KILO (1000 g)* Imperial Golden Osetra Caviar,The Caviar Co.,Farmed Acipenser Gueldenstaedtii,,China,1000,,6808.00,6.8080,,,,37f54f1dd161005e,snapshots/2026-08-31/caviarco-imperial-golden-osetra-1kg.html,ok,extracted_via=jsonld
OBS-000168,2026-08-31T19:59:49Z,Imperia Caviar,https://imperiacaviar.com/products/kaluga,Kaluga Hybrid Reserve Caviar,Imperia Caviar,Kaluga Hybrid,Reserve,,130,,255.00,1.9615,,,,f53245633ee770e8,snapshots/2026-08-31/imperia-kaluga-hybrid-reserve-100g-promo.html,ok,extracted_via=selectors
OBS-000169,2026-08-31T19:59:49Z,Tsar Nicoulai,https://tsarnicoulai.com/products/classic-caviar,Classic Caviar,Tsar Nicoulai,Farmed Acipenser transmontanus,,"Wilton, CA",28,,80.00,2.8571,,,,88973b6ba0eaad2b,snapshots/2026-08-31/tsarnicoulai-classic-caviar-1oz.html,ok,extracted_via=selectors
OBS-000170,2026-08-31T19:59:49Z,OM Caviar,https://omcaviar.com/products/kaluga-hybrid,Kaluga Hybrid Caviar,OM Caviar,Kaluga Hybrid,,,50,,105.00,2.1000,,TRUE,,354617cc15ca1b2d,snapshots/2026-08-31/omcaviar-kaluga-hybrid-50g.html,ok,extracted_via=jsonld
OBS-000171,2026-08-31T19:59:49Z,Cavi Caviar,https://eatcavi.com/products/amur-sturgeon-caviar,Amur Sturgeon Caviar,CAVI,Amur Sturgeon,,,30,,105.00,3.5000,,,,7bfbda372783cdaa,snapshots/2026-08-31/eatcavi-amur-sturgeon-30g.html,ok,extracted_via=selectors
OBS-000172,2026-08-31T19:59:49Z,Calvisius Caviar USA,https://calvisiususa.com/products/calvisius-tradition-prestige,Calvisius Tradition Prestige,Calvisius Caviar,"Pacific White sturgeon, Acipenser transmontanus",,,28,,85.00,3.0357,,,,,snapshots/2026-08-31/calvisiususa-tradition-prestige-28g.html,ok,extracted_via=selectors
OBS-000173,2026-08-31T19:59:49Z,The Caviar Club,https://thecaviarclub.com/products/a-carefully-curated-selection-of-our-best-caviars,Caviar Sampler,The Caviar Club,Royal Ossetra + Kaluga Hybrid Reserve,,,200,,200.00,1.0000,,,,5191518d8fd5e295,snapshots/2026-08-31/caviarclub-caviar-sampler-200g.html,ok,extracted_via=selectors
OBS-000174,2026-08-31T19:59:49Z,Loft Caviar,https://loftcaviar.com/products/ossetra-reserve,Ossetra Reserve Caviar,Loft Caviar,Acipenser Guldenstadtii,,Caspian Sea,50,138.00,55.00,1.1000,60.1,,,3416d03713c7654b,snapshots/2026-08-31/loftcaviar-ossetra-reserve-50g.html,ok,extracted_via=selectors
OBS-000175,2026-08-31T19:59:49Z,Petrusco,https://petruscocaviar.com/products/petrusco-caviar-royal-ossetra,Royal Ossetra Caviar,Petrusco,Royal Ossetra,,,30,,91.00,3.0333,,TRUE,,d7cd94e95356f7f1,snapshots/2026-08-31/petrusco-royal-ossetra-30g.html,ok,extracted_via=jsonld
OBS-000176,2026-08-31T19:59:49Z,Caviére,https://caviereco.com/products/reserve-kaluga,Reserve Kaluga Caviar,Caviére,Huso dauricus x Acipenser schrenckii,,,30,,105.00,3.5000,,,,908217d687e3957e,snapshots/2026-08-31/caviere-reserve-kaluga-30g.html,ok,extracted_via=selectors
OBS-000177,2026-08-31T19:59:49Z,Caviar Russe,https://www.caviarrusse.com/products/select-osetra-caviar,Select Osetra,Caviar Russe,Acipenser Gueldenstaedtii,,,50,,250.00,5.0000,,,,6df14a25b14691b2,snapshots/2026-08-31/caviarrusse-select-osetra-50g.html,ok,extracted_via=selectors
OBS-000178,2026-08-31T19:59:49Z,Astrea Caviar,https://astreacaviar.com/products/astrea-kaluga-hybrid-caviar,Premier Selection Kaluga Hybrid,Astrea Caviar,Huso dauricus and Acipenser schrenckii,,,30,,160.00,5.3333,,,,6df14a25b14691b2,snapshots/2026-08-31/astrea-kaluga-hybrid-30g.html,ok,extracted_via=selectors
OBS-000179,2026-08-31T19:59:49Z,Caviar Star,https://www.caviarstar.com/products/kaluga-hybrid-caviar-limited-edition,"VIP Imperial Kaluga Hybrid Caviar ""OT"" Tins",Caviar Star,Kaluga Hybrid,,,50,,175.00,3.5000,,TRUE,,1f2860a25e95330d,snapshots/2026-08-31/caviarstar-vip-imperial-kaluga-50g.html,ok,extracted_via=jsonld
OBS-000180,2026-08-31T19:59:49Z,Browne Trading Company,https://brownetrading.com/collections/buy-caviar-online/products/american-hackleback-caviar,American Hackleback Caviar,Browne Trading Company,American Hackleback,,,28,,70.20,2.5071,,TRUE,,de0a336b54989bd1,snapshots/2026-08-31/brownetrading-american-hackleback-1oz.html,ok,extracted_via=jsonld
OBS-000181,2026-08-31T19:59:49Z,Tsar Caviar,https://tsarcaviar.com/products/imperial-kaluga-fusion-caviar,Imperial Kaluga Fusion Caviar - 1KG / 35.2 OZ,Tsar Caviar,Imperial Kaluga Fusion,,,1000,,1265.00,1.2650,,TRUE,,,snapshots/2026-08-31/tsarcaviar-imperial-kaluga-fusion-1kg.html,ok,extracted_via=jsonld
OBS-000182,2026-08-31T19:59:49Z,Island Creek Oysters,https://islandcreekoysters.com/collections/caviar/products/american-osetra-caviar,Island Creek American Osetra Caviar,ICO,American Osetra,,,30,,199.00,6.6333,,TRUE,,e3b0c44298fc1c14,snapshots/2026-08-31/islandcreek-american-osetra-30g.html,ok,extracted_via=jsonld
OBS-000183,2026-08-31T19:59:49Z,Regalis Foods,https://regalisfoods.com/products/imperial-black-kaluga-farmed-in-china,,Regalis Foods,Imperial Black Kaluga,,Farmed in China,28,,78.00,2.7857,,,,,snapshots/2026-08-31/regalis-imperial-black-kaluga-1oz.html,ok,extracted_via=selectors
OBS-000184,2026-08-31T19:59:49Z,Sterling Caviar,https://sterlingcaviar.com/products/classic-caviar,Classic Caviar,Sterling Caviar,White Sturgeon,Classic,,30,,117.00,3.9000,,TRUE,,36c57f121d7f8ad0,snapshots/2026-08-31/sterling-classic-caviar-30g.html,ok,extracted_via=jsonld; fetch=browser
OBS-000185,2026-08-31T19:59:49Z,Kolikof,https://kolikof.com/products/best-ossetra-reserve,Grand Reserve Ossetra Caviar,Kolikof,Ossetra,Grand Reserve,,28,,132.00,4.7143,,TRUE,,80680eec8e2c637d,snapshots/2026-08-31/kolikof-grand-reserve-ossetra-28g.html,ok,extracted_via=jsonld
OBS-000186,2026-08-31T19:59:49Z,One Caviar,https://onecaviar.com/products/royal-ossetra-caviar,Royal Ossetra Caviar,One Caviar,Acipenser Gueldenstaedtii,Royal Ossetra,,30,,120.00,4.0000,,,,d8dc7a93e203aee0,snapshots/2026-08-31/onecaviar-royal-ossetra-30g.html,ok,extracted_via=selectors
OBS-000187,2026-08-31T19:59:49Z,The Only Caviar,https://theonlycaviar.com/products/oscietra-caviar,Oscietra Caviar,The Only Caviar,Oscietra,,Italy,30,,129.00,4.3000,,,,,snapshots/2026-08-31/theonlycaviar-oscietra-30g.html,ok,extracted_via=selectors
OBS-000188,2026-08-31T19:59:49Z,KILO Caviar,https://kilocaviar.com/collections/all/products/imperial-osetra,Imperial Osetra,KILO Caviar,Imperial Osetra,,,28,,390.00,13.9286,,,,,snapshots/2026-08-31/kilocaviar-imperial-osetra-1oz.html,ok,extracted_via=selectors
OBS-000189,2026-08-31T19:59:49Z,Caviar Market,https://caviarmarketnyc.com/products/kaluga-queen-premium-black-caviar,Kaluga Queen Premium Caviar,Caviar Market,Huso Dauricus x Acipenser Schrenkii,,,100,,99.00,0.9900,,TRUE,,80846014f2364fd4,snapshots/2026-08-31/caviarmarketnyc-kaluga-queen-100g.html,ok,extracted_via=jsonld
OBS-000190,2026-09-01T17:59:52Z,Hey Caviar,https://heycaviar.com/product/our-signature-caviar/,Our Signature Caviar,Hey Caviar,kaluga,grade A,,113,,199.99,1.7698,,,,d789a359e9eb46b2,snapshots/2026-09-01/heycaviar-our-signature-caviar-4oz-113g.html,ok,extracted_via=selectors
OBS-000191,2026-09-01T17:59:52Z,Petrossian,https://www.petrossian.com/products/kaluga-huso-hybrid-caviar,Royal Kaluga Huso Hybrid Caviar,Petrossian,Huso Dauricus & Acipenser Shrenckii,,China,30,,219.00,7.3000,,TRUE,,617d3d09429ba85d,snapshots/2026-09-01/petrossian-royal-kaluga-huso-hybrid-30g.html,ok,extracted_via=jsonld
OBS-000192,2026-09-01T17:59:52Z,Pearl Street Caviar,https://pearlstreetcaviar.com/products/keluga,Keluga,Pearl Street Caviar,Keluga,,,12,,52.00,4.3333,,TRUE,,76296d1f4cda0e48,snapshots/2026-09-01/pearlstreet-keluga-slim-12g.html,ok,extracted_via=jsonld
OBS-000193,2026-09-01T17:59:52Z,The Caviar Co.,https://thecaviarco.com/products/imperial-golden-osetra-caviar,1 KILO (1000 g)* Imperial Golden Osetra Caviar,The Caviar Co.,Farmed Acipenser Gueldenstaedtii,,China,1000,,6808.00,6.8080,,,,37f54f1dd161005e,snapshots/2026-09-01/caviarco-imperial-golden-osetra-1kg.html,ok,extracted_via=jsonld
OBS-000194,2026-09-01T17:59:52Z,Imperia Caviar,https://imperiacaviar.com/products/kaluga,Kaluga Hybrid Reserve Caviar,Imperia Caviar,Kaluga Hybrid,Reserve,,130,,255.00,1.9615,,,,f53245633ee770e8,snapshots/2026-09-01/imperia-kaluga-hybrid-reserve-100g-promo.html,ok,extracted_via=selectors
OBS-000195,2026-09-01T17:59:52Z,Tsar Nicoulai,https://tsarnicoulai.com/products/classic-caviar,Classic Caviar,Tsar Nicoulai,Farmed Acipenser transmontanus,,"Wilton, CA",28,,80.00,2.8571,,,,88973b6ba0eaad2b,snapshots/2026-09-01/tsarnicoulai-classic-caviar-1oz.html,ok,extracted_via=selectors
OBS-000196,2026-09-01T17:59:52Z,OM Caviar,https://omcaviar.com/products/kaluga-hybrid,Kaluga Hybrid Caviar,OM Caviar,Kaluga Hybrid,,,50,,105.00,2.1000,,TRUE,,354617cc15ca1b2d,snapshots/2026-09-01/omcaviar-kaluga-hybrid-50g.html,ok,extracted_via=jsonld
OBS-000197,2026-09-01T17:59:52Z,Cavi Caviar,https://eatcavi.com/products/amur-sturgeon-caviar,Amur Sturgeon Caviar,CAVI,Amur Sturgeon,,,30,,105.00,3.5000,,,,7bfbda372783cdaa,snapshots/2026-09-01/eatcavi-amur-sturgeon-30g.html,ok,extracted_via=selectors
OBS-000198,2026-09-01T17:59:52Z,Calvisius Caviar USA,https://calvisiususa.com/products/calvisius-tradition-prestige,Calvisius Tradition Prestige,Calvisius Caviar,"Pacific White sturgeon, Acipenser transmontanus",,,28,,85.00,3.0357,,,,,snapshots/2026-09-01/calvisiususa-tradition-prestige-28g.html,ok,extracted_via=selectors
OBS-000199,2026-09-01T17:59:52Z,The Caviar Club,https://thecaviarclub.com/products/a-carefully-curated-selection-of-our-best-caviars,Caviar Sampler,The Caviar Club,Royal Ossetra + Kaluga Hybrid Reserve,,,200,,200.00,1.0000,,,,5191518d8fd5e295,snapshots/2026-09-01/caviarclub-caviar-sampler-200g.html,ok,extracted_via=selectors
OBS-000200,2026-09-01T17:59:52Z,Loft Caviar,https://loftcaviar.com/products/ossetra-reserve,Ossetra Reserve Caviar,Loft Caviar,Acipenser Guldenstadtii,,Caspian Sea,50,138.00,55.00,1.1000,60.1,,,3416d03713c7654b,snapshots/2026-09-01/loftcaviar-ossetra-reserve-50g.html,ok,extracted_via=selectors
OBS-000201,2026-09-01T17:59:52Z,Petrusco,https://petruscocaviar.com/products/petrusco-caviar-royal-ossetra,Royal Ossetra Caviar,Petrusco,Royal Ossetra,,,30,,91.00,3.0333,,TRUE,,d7cd94e95356f7f1,snapshots/2026-09-01/petrusco-royal-ossetra-30g.html,ok,extracted_via=jsonld
OBS-000202,2026-09-01T17:59:52Z,Caviére,https://caviereco.com/products/reserve-kaluga,Reserve Kaluga Caviar,Caviére,Huso dauricus x Acipenser schrenckii,,,30,,105.00,3.5000,,,,908217d687e3957e,snapshots/2026-09-01/caviere-reserve-kaluga-30g.html,ok,extracted_via=selectors
OBS-000203,2026-09-01T17:59:52Z,Caviar Russe,https://www.caviarrusse.com/products/select-osetra-caviar,Select Osetra,Caviar Russe,Acipenser Gueldenstaedtii,,,50,,250.00,5.0000,,,,6df14a25b14691b2,snapshots/2026-09-01/caviarrusse-select-osetra-50g.html,ok,extracted_via=selectors
OBS-000204,2026-09-01T17:59:52Z,Astrea Caviar,https://astreacaviar.com/products/astrea-kaluga-hybrid-caviar,Premier Selection Kaluga Hybrid,Astrea Caviar,Huso dauricus and Acipenser schrenckii,,,30,,160.00,5.3333,,,,6df14a25b14691b2,snapshots/2026-09-01/astrea-kaluga-hybrid-30g.html,ok,extracted_via=selectors
OBS-000205,2026-09-01T17:59:52Z,Caviar Star,https://www.caviarstar.com/products/kaluga-hybrid-caviar-limited-edition,"VIP Imperial Kaluga Hybrid Caviar ""OT"" Tins",Caviar Star,Kaluga Hybrid,,,50,,175.00,3.5000,,TRUE,,166207e90fe4aaa4,snapshots/2026-09-01/caviarstar-vip-imperial-kaluga-50g.html,ok,extracted_via=jsonld
OBS-000206,2026-09-01T17:59:52Z,Browne Trading Company,https://brownetrading.com/collections/buy-caviar-online/products/american-hackleback-caviar,,Browne Trading Company,American Hackleback,,,28,,,,,,,,,robots_unreachable,did not fetch; robots.txt unreachable: HTTP 500
OBS-000207,2026-09-01T17:59:52Z,Tsar Caviar,https://tsarcaviar.com/products/imperial-kaluga-fusion-caviar,Imperial Kaluga Fusion Caviar - 1KG / 35.2 OZ,Tsar Caviar,Imperial Kaluga Fusion,,,1000,,1265.00,1.2650,,TRUE,,,snapshots/2026-09-01/tsarcaviar-imperial-kaluga-fusion-1kg.html,ok,extracted_via=jsonld
OBS-000208,2026-09-01T17:59:52Z,Island Creek Oysters,https://islandcreekoysters.com/collections/caviar/products/american-osetra-caviar,Island Creek American Osetra Caviar,ICO,American Osetra,,,30,,199.00,6.6333,,TRUE,,e3b0c44298fc1c14,snapshots/2026-09-01/islandcreek-american-osetra-30g.html,ok,extracted_via=jsonld
OBS-000209,2026-09-01T17:59:52Z,Regalis Foods,https://regalisfoods.com/products/imperial-black-kaluga-farmed-in-china,,Regalis Foods,Imperial Black Kaluga,,Farmed in China,28,,78.00,2.7857,,,,,snapshots/2026-09-01/regalis-imperial-black-kaluga-1oz.html,ok,extracted_via=selectors
OBS-000210,2026-09-01T17:59:52Z,Sterling Caviar,https://sterlingcaviar.com/products/classic-caviar,Classic Caviar,Sterling Caviar,White Sturgeon,Classic,,30,,117.00,3.9000,,TRUE,,36c57f121d7f8ad0,snapshots/2026-09-01/sterling-classic-caviar-30g.html,ok,extracted_via=jsonld; fetch=browser
OBS-000211,2026-09-01T17:59:52Z,Kolikof,https://kolikof.com/products/best-ossetra-reserve,Grand Reserve Ossetra Caviar,Kolikof,Ossetra,Grand Reserve,,28,,132.00,4.7143,,TRUE,,80680eec8e2c637d,snapshots/2026-09-01/kolikof-grand-reserve-ossetra-28g.html,ok,extracted_via=jsonld
OBS-000212,2026-09-01T17:59:52Z,One Caviar,https://onecaviar.com/products/royal-ossetra-caviar,Royal Ossetra Caviar,One Caviar,Acipenser Gueldenstaedtii,Royal Ossetra,,30,,120.00,4.0000,,,,d8dc7a93e203aee0,snapshots/2026-09-01/onecaviar-royal-ossetra-30g.html,ok,extracted_via=selectors
OBS-000213,2026-09-01T17:59:52Z,The Only Caviar,https://theonlycaviar.com/products/oscietra-caviar,Oscietra Caviar,The Only Caviar,Oscietra,,Italy,30,,129.00,4.3000,,,,,snapshots/2026-09-01/theonlycaviar-oscietra-30g.html,ok,extracted_via=selectors
OBS-000214,2026-09-01T17:59:52Z,KILO Caviar,https://kilocaviar.com/collections/all/products/imperial-osetra,Imperial Osetra,KILO Caviar,Imperial Osetra,,,28,,390.00,13.9286,,,,,snapshots/2026-09-01/kilocaviar-imperial-osetra-1oz.html,ok,extracted_via=selectors
OBS-000215,2026-09-01T17:59:52Z,Caviar Market,https://caviarmarketnyc.com/products/kaluga-queen-premium-black-caviar,Kaluga Queen Premium Caviar,Caviar Market,Huso Dauricus x Acipenser Schrenkii,,,100,,99.00,0.9900,,TRUE,,80846014f2364fd4,snapshots/2026-09-01/caviarmarketnyc-kaluga-queen-100g.html,ok,extracted_via=jsonld
OBS-000216,2026-09-02T09:24:24Z,Hey Caviar,https://heycaviar.com/product/our-signature-caviar/,Our Signature Caviar,Hey Caviar,kaluga,grade A,,113,,199.99,1.7698,,,,d789a359e9eb46b2,snapshots/2026-09-02/heycaviar-our-signature-caviar-4oz-113g.html,ok,extracted_via=selectors
OBS-000217,2026-09-02T09:24:24Z,Petrossian,https://www.petrossian.com/products/kaluga-huso-hybrid-caviar,Royal Kaluga Huso Hybrid Caviar,Petrossian,Huso Dauricus & Acipenser Shrenckii,,China,30,,219.00,7.3000,,TRUE,,617d3d09429ba85d,snapshots/2026-09-02/petrossian-royal-kaluga-huso-hybrid-30g.html,ok,extracted_via=jsonld
OBS-000218,2026-09-02T09:24:24Z,Pearl Street Caviar,https://pearlstreetcaviar.com/products/keluga,Keluga,Pearl Street Caviar,Keluga,,,12,,52.00,4.3333,,TRUE,,76296d1f4cda0e48,snapshots/2026-09-02/pearlstreet-keluga-slim-12g.html,ok,extracted_via=jsonld
OBS-000219,2026-09-02T09:24:24Z,The Caviar Co.,https://thecaviarco.com/products/imperial-golden-osetra-caviar,1 KILO (1000 g)* Imperial Golden Osetra Caviar,The Caviar Co.,Farmed Acipenser Gueldenstaedtii,,China,1000,,6808.00,6.8080,,,,37f54f1dd161005e,snapshots/2026-09-02/caviarco-imperial-golden-osetra-1kg.html,ok,extracted_via=jsonld
OBS-000220,2026-09-02T09:24:24Z,Imperia Caviar,https://imperiacaviar.com/products/kaluga,Kaluga Hybrid Reserve Caviar,Imperia Caviar,Kaluga Hybrid,Reserve,,130,,255.00,1.9615,,,,f53245633ee770e8,snapshots/2026-09-02/imperia-kaluga-hybrid-reserve-100g-promo.html,ok,extracted_via=selectors
OBS-000221,2026-09-02T09:24:24Z,Tsar Nicoulai,https://tsarnicoulai.com/products/classic-caviar,Classic Caviar,Tsar Nicoulai,Farmed Acipenser transmontanus,,"Wilton, CA",28,,80.00,2.8571,,,,88973b6ba0eaad2b,snapshots/2026-09-02/tsarnicoulai-classic-caviar-1oz.html,ok,extracted_via=selectors
OBS-000222,2026-09-02T09:24:24Z,OM Caviar,https://omcaviar.com/products/kaluga-hybrid,Kaluga Hybrid Caviar,OM Caviar,Kaluga Hybrid,,,50,,105.00,2.1000,,TRUE,,354617cc15ca1b2d,snapshots/2026-09-02/omcaviar-kaluga-hybrid-50g.html,ok,extracted_via=jsonld
OBS-000223,2026-09-02T09:24:24Z,Cavi Caviar,https://eatcavi.com/products/amur-sturgeon-caviar,Amur Sturgeon Caviar,CAVI,Amur Sturgeon,,,30,,105.00,3.5000,,,,7bfbda372783cdaa,snapshots/2026-09-02/eatcavi-amur-sturgeon-30g.html,ok,extracted_via=selectors
OBS-000224,2026-09-02T09:24:24Z,Calvisius Caviar USA,https://calvisiususa.com/products/calvisius-tradition-prestige,Calvisius Tradition Prestige,Calvisius Caviar,"Pacific White sturgeon, Acipenser transmontanus",,,28,,85.00,3.0357,,,,,snapshots/2026-09-02/calvisiususa-tradition-prestige-28g.html,ok,extracted_via=selectors
OBS-000225,2026-09-02T09:24:24Z,The Caviar Club,https://thecaviarclub.com/products/a-carefully-curated-selection-of-our-best-caviars,Caviar Sampler,The Caviar Club,Royal Ossetra + Kaluga Hybrid Reserve,,,200,,200.00,1.0000,,,,5191518d8fd5e295,snapshots/2026-09-02/caviarclub-caviar-sampler-200g.html,ok,extracted_via=selectors
OBS-000226,2026-09-02T09:24:24Z,Loft Caviar,https://loftcaviar.com/products/ossetra-reserve,Ossetra Reserve Caviar,Loft Caviar,Acipenser Guldenstadtii,,Caspian Sea,50,138.00,55.00,1.1000,60.1,,,3416d03713c7654b,snapshots/2026-09-02/loftcaviar-ossetra-reserve-50g.html,ok,extracted_via=selectors
OBS-000227,2026-09-02T09:24:24Z,Petrusco,https://petruscocaviar.com/products/petrusco-caviar-royal-ossetra,Royal Ossetra Caviar,Petrusco,Royal Ossetra,,,30,,91.00,3.0333,,TRUE,,d7cd94e95356f7f1,snapshots/2026-09-02/petrusco-royal-ossetra-30g.html,ok,extracted_via=jsonld
OBS-000228,2026-09-02T09:24:24Z,Caviére,https://caviereco.com/products/reserve-kaluga,Reserve Kaluga Caviar,Caviére,Huso dauricus x Acipenser schrenckii,,,30,,105.00,3.5000,,,,908217d687e3957e,snapshots/2026-09-02/caviere-reserve-kaluga-30g.html,ok,extracted_via=selectors
OBS-000229,2026-09-02T09:24:24Z,Caviar Russe,https://www.caviarrusse.com/products/select-osetra-caviar,Select Osetra,Caviar Russe,Acipenser Gueldenstaedtii,,,50,,250.00,5.0000,,,,6df14a25b14691b2,snapshots/2026-09-02/caviarrusse-select-osetra-50g.html,ok,extracted_via=selectors
OBS-000230,2026-09-02T09:24:24Z,Astrea Caviar,https://astreacaviar.com/products/astrea-kaluga-hybrid-caviar,Premier Selection Kaluga Hybrid,Astrea Caviar,Huso dauricus and Acipenser schrenckii,,,30,,160.00,5.3333,,,,6df14a25b14691b2,snapshots/2026-09-02/astrea-kaluga-hybrid-30g.html,ok,extracted_via=selectors
OBS-000231,2026-09-02T09:24:24Z,Caviar Star,https://www.caviarstar.com/products/kaluga-hybrid-caviar-limited-edition,"VIP Imperial Kaluga Hybrid Caviar ""OT"" Tins",Caviar Star,Kaluga Hybrid,,,50,,175.00,3.5000,,TRUE,,166207e90fe4aaa4,snapshots/2026-09-02/caviarstar-vip-imperial-kaluga-50g.html,ok,extracted_via=jsonld
OBS-000232,2026-09-02T09:24:24Z,Browne Trading Company,https://brownetrading.com/collections/buy-caviar-online/products/american-hackleback-caviar,American Hackleback Caviar,Browne Trading Company,American Hackleback,,,28,,70.20,2.5071,,TRUE,,de0a336b54989bd1,snapshots/2026-09-02/brownetrading-american-hackleback-1oz.html,ok,extracted_via=jsonld
OBS-000233,2026-09-02T09:24:24Z,Tsar Caviar,https://tsarcaviar.com/products/imperial-kaluga-fusion-caviar,Imperial Kaluga Fusion Caviar - 1KG / 35.2 OZ,Tsar Caviar,Imperial Kaluga Fusion,,,1000,,1265.00,1.2650,,TRUE,,,snapshots/2026-09-02/tsarcaviar-imperial-kaluga-fusion-1kg.html,ok,extracted_via=jsonld
OBS-000234,2026-09-02T09:24:24Z,Island Creek Oysters,https://islandcreekoysters.com/collections/caviar/products/american-osetra-caviar,Island Creek American Osetra Caviar,ICO,American Osetra,,,30,,199.00,6.6333,,TRUE,,e3b0c44298fc1c14,snapshots/2026-09-02/islandcreek-american-osetra-30g.html,ok,extracted_via=jsonld
OBS-000235,2026-09-02T09:24:24Z,Regalis Foods,https://regalisfoods.com/products/imperial-black-kaluga-farmed-in-china,,Regalis Foods,Imperial Black Kaluga,,Farmed in China,28,,78.00,2.7857,,,,,snapshots/2026-09-02/regalis-imperial-black-kaluga-1oz.html,ok,extracted_via=selectors
OBS-000236,2026-09-02T09:24:24Z,Sterling Caviar,https://sterlingcaviar.com/products/classic-caviar,Classic Caviar,Sterling Caviar,White Sturgeon,Classic,,30,,117.00,3.9000,,TRUE,,36c57f121d7f8ad0,snapshots/2026-09-02/sterling-classic-caviar-30g.html,ok,extracted_via=jsonld; fetch=browser
OBS-000237,2026-09-02T09:24:24Z,Kolikof,https://kolikof.com/products/best-ossetra-reserve,Grand Reserve Ossetra Caviar,Kolikof,Ossetra,Grand Reserve,,28,,132.00,4.7143,,TRUE,,80680eec8e2c637d,snapshots/2026-09-02/kolikof-grand-reserve-ossetra-28g.html,ok,extracted_via=jsonld
OBS-000238,2026-09-02T09:24:24Z,One Caviar,https://onecaviar.com/products/royal-ossetra-caviar,Royal Ossetra Caviar,One Caviar,Acipenser Gueldenstaedtii,Royal Ossetra,,30,,120.00,4.0000,,,,d8dc7a93e203aee0,snapshots/2026-09-02/onecaviar-royal-ossetra-30g.html,ok,extracted_via=selectors
OBS-000239,2026-09-02T09:24:24Z,The Only Caviar,https://theonlycaviar.com/products/oscietra-caviar,Oscietra Caviar,The Only Caviar,Oscietra,,Italy,30,,129.00,4.3000,,,,,snapshots/2026-09-02/theonlycaviar-oscietra-30g.html,ok,extracted_via=selectors
OBS-000240,2026-09-02T09:24:24Z,KILO Caviar,https://kilocaviar.com/collections/all/products/imperial-osetra,Imperial Osetra,KILO Caviar,Imperial Osetra,,,28,,390.00,13.9286,,,,,snapshots/2026-09-02/kilocaviar-imperial-osetra-1oz.html,ok,extracted_via=selectors
OBS-000241,2026-09-02T09:24:24Z,Caviar Market,https://caviarmarketnyc.com/products/kaluga-queen-premium-black-caviar,Kaluga Queen Premium Caviar,Caviar Market,Huso Dauricus x Acipenser Schrenkii,,,100,,99.00,0.9900,,TRUE,,80846014f2364fd4,snapshots/2026-09-02/caviarmarketnyc-kaluga-queen-100g.html,ok,extracted_via=jsonld
OBS-000242,2026-09-02T09:24:24Z,Number One Caviar,https://numberonecaviar.com/products/kaluga-classic-caviar,Kaluga Classic Caviar,Number One Caviar,Kaluga (desc says Acipenser baerii),Classic,,28,,80.00,2.8571,,TRUE,,b9a80fbe4ddf49ae,snapshots/2026-09-02/numberone-kaluga-classic-28g.html,ok,extracted_via=jsonld
OBS-000243,2026-09-02T09:24:24Z,Meredith Marks Caviar,https://meredithmarkscaviar.com/products/24-karat-kaluga,24 KARAT KALUGA,Meredith Marks Caviar,Huso Dauricus,24 Karat,China,30,,90.00,3.0000,,TRUE,,4d8679cd658389c2,snapshots/2026-09-02/meredithmarks-24karat-kaluga-30g.html,ok,extracted_via=jsonld
OBS-000244,2026-09-02T09:24:24Z,Paramount Caviar,https://paramountcaviar.com/products/california-sturgeon,California White Sturgeon Caviar,Paramount Caviar,Acipenser transmontanous,,California,28,,61.00,2.1786,,FALSE,,9316d045ef39530c,snapshots/2026-09-02/paramount-california-white-sturgeon-28g.html,ok,extracted_via=jsonld
OBS-000245,2026-09-02T09:24:24Z,Marky's Caviar,https://www.markys.com/beluga-caviar-grade-00/,Beluga (Grade 00),Marky's Caviar,Huso huso,Grade 00,USA (Sturgeon AquaFarms),14,,155.00,11.0714,,TRUE,,,snapshots/2026-09-02/markys-beluga-grade-00-14g.html,ok,extracted_via=jsonld
